시군명,상호명,소재지도로명주소,소재지지번주소,전화번호,사업장구분,사업장규모,월배출예상량(Kg),일배출예상량(Kg),처리방법구분,위탁업소명,위도,경도,데이터기준일자,비고
성남시,서대감집 고기부페,경기도 성남시 분당구 정자일로156번길 6,경기도 성남시 분당구 정자동 155-1번지 뉴본타워 2층,031-703-4949,음식점,340,,,위탁재활용,,37.3639821050,127.1063143634,2020-02-17,일반음식점
성남시,서서갈비 산성점,경기도 성남시 수정구 수정로 326,경기도 성남시 수정구 산성동 2125번지,,음식점,248.15,,,위탁재활용,,37.4526611620,127.1498428301,2020-02-17,일반음식점
성남시,서울교통공사 모란차량사업소,경기도 성남시 중원구 여수대로 182,경기도 성남시 중원구 여수동 172번지,02-6311-3601,집단급식소,140,,,위탁재활용,,37.4179339877,127.1214693744,2020-02-17,
성남시,서울국제학교,경기도 성남시 수정구 성남대로1518번길 15,경기도 성남시 수정구 복정동 388-14번지,031-752-5510,집단급식소,850,,,위탁재활용,,37.4657918465,127.1284428902,2020-02-17,
성남시,서울나우병원,경기도 성남시 분당구 분당로 43,경기도 성남시 분당구 서현동 267-3번지,,집단급식소,200,,,위탁재활용,,37.3840744104,127.1202615398,2020-02-17,
성남시,서현고등학교,경기도 성남시 분당구 분당로 87,경기도 성남시 분당구 서현동 91-1번지,031-702-8485,집단급식소,940,,,위탁재활용,,37.3822206752,127.1240549486,2020-02-17,
성남시,서현궁[㈜신화아이푸드],경기도 성남시 분당구 안골로 24,경기도 성남시 분당구 서현동 195-2번지,,음식점,608.43,,,위탁재활용,,37.3846522487,127.1348757414,2020-02-17,일반음식점
성남시,서현중학교,경기도 성남시 분당구 중앙공원로 54-1,경기도 성남시 분당구 서현동 96-1번지,031-701-4504,집단급식소,1321,,,위탁재활용,,37.3808358720,127.1337308086,2020-02-17,
성남시,선텍2카페테리아,경기도 성남시 중원구 사기막골로 52,경기도 성남시 중원구 상대원동 307-2번지,031-737-4880,음식점,514,,,위탁재활용,,37.4348662782,127.1711765608,2020-02-17,일반음식점
성남시,선한목자교회,경기도 성남시 수정구 성남대로1518번길 9,경기도 성남시 수정구 복정동 641-16번지,031-750-1000,집단급식소,120,,,위탁재활용,,37.4662745879,127.1271739669,2020-02-17,
성남시,성남고등학교,경기도 성남시 중원구 시민로 61,경기도 성남시 중원구 성남동 2870번지,031-729-0471,집단급식소,650,,,위탁재활용,,37.4340307947,127.1471376757,2020-02-17,
성남시,성남금융고등학교,경기도 성남시 분당구 장미로 153,경기도 성남시 분당구 야탑동 216번지,031-706-0291,집단급식소,800,,,위탁재활용,,37.4137784158,127.1386782635,2020-02-17,
성남시,성남내정초등학교,경기도 성남시 분당구 내정로174번길 19,경기도 성남시 분당구 수내동 57번지,031-711-1905,집단급식소,1230,,,위탁재활용,,37.3724079842,127.1222742581,2020-02-17,
성남시,성남동중학교,경기도 성남시 중원구 광명로361번길 23,경기도 성남시 중원구 금광동 3214번지,031-747-5541,집단급식소,1250,,,위탁재활용,,37.4487367579,127.1641854569,2020-02-17,
성남시,성남동초등학교,경기도 성남시 중원구 자혜로32번길 10,경기도 성남시 중원구 금광동 3365번지,031-736-0366,집단급식소,705,,,위탁재활용,,37.4492357838,127.1621707961,2020-02-17,
성남시,성남매송초등학교,경기도 성남시 분당구 탄천로 97,경기도 성남시 분당구 이매동 136번지,031-703-0776,집단급식소,880,,,위탁재활용,,37.4021809479,127.1224073310,2020-02-17,
성남시,성남문원중학교,경기도 성남시 수정구 논골로 79,경기도 성남시 수정구 단대동 10번지,031-747-3869,집단급식소,980,,,위탁재활용,,37.4609218327,127.1574029826,2020-02-17,
성남시,성남미금초등학교,경기도 성남시 분당구 미금로 151,경기도 성남시 분당구 구미동 68번지,031-714-0094,집단급식소,1370,,,위탁재활용,,37.3474532888,127.1153088767,2020-02-17,
성남시,성남북초등학교,경기도 성남시 수정구 희망로534번길 3,경기도 성남시 수정구 산성동 2137번지,031-746-7703,집단급식소,700,,,위탁재활용,,37.4514942101,127.1514763516,2020-02-17,
성남시,성남분당우체국[푸드벨],경기도 성남시 분당구 황새울로 347,경기도 성남시 분당구 서현동 257번지,031-725-8079,집단급식소,200,,,위탁재활용,,37.3868871926,127.1232296048,2020-02-17,
성남시,성남사랑의병원,경기도 성남시 수정구 성남대로 1270-1,경기도 성남시 수정구 태평동 6116번지,031-756-3024,집단급식소,600,,,위탁재활용,,37.4432907619,127.1275141356,2020-02-17,
성남시,성남상원여중학교,경기도 성남시 수정구 논골로35번길 6-1,경기도 성남시 수정구 단대동 57번지,031-747-5504,집단급식소,415,,,위탁재활용,,37.4570028626,127.1580879710,2020-02-17,
성남시,성남서중학교,경기도 성남시 수정구 희망로 496,경기도 성남시 수정구 단대동 189번지,031-739-6292,집단급식소,700,,,위탁재활용,,37.4491133179,127.1541103352,2020-02-17,
성남시,성남서초등학교,경기도 성남시 수정구 태평로 19,경기도 성남시 수정구 태평동 5090-1번지,031-753-5700,집단급식소,700,,,위탁재활용,,37.4485427305,127.1294213666,2020-02-17,
성남시,성남서현초등학교,경기도 성남시 분당구 중앙공원로 53 (서현동),경기도 성남시 분당구 서현동 87번지 시범단지삼성.한신아파트,031-701-2171,집단급식소,1200,,,위탁재활용,,37.3822139971,127.1305161252,2020-02-17,
성남시,성남세무서구내식당,경기도 성남시 수정구 희망로 480,경기도 성남시 수정구 단대동 183번지,031-730-6618,집단급식소,260,,,위탁재활용,,37.4472959106,127.1552605573,2020-02-17,
성남시,성남송현초등학교,경기도 성남시 분당구 동판교로 258,경기도 성남시 분당구 삼평동 710번지,031-8016-2007,집단급식소,1460,,,위탁재활용,,37.4053793857,127.1163575192,2020-02-17,
성남시,성남수정경찰서,경기도 성남시 수정구 성남대로 1259,경기도 성남시 수정구 태평동 6812번지,031-750-4394,집단급식소,460,,,위탁재활용+자가재활용,,37.4423055372,127.1266485552,2020-02-17,
성남시,성남수정초등학교,경기도 성남시 수정구 제일로123번길 9,경기도 성남시 수정구 수진동 4347번지,031-756-1681,집단급식소,980,,,위탁재활용,,37.4362134591,127.1327828808,2020-02-17,
성남시,성남스웨터공업사업협동조합,경기도 성남시 중원구 사기막골로9번길 46,경기도 성남시 중원구 상대원동 148번지,031-731-8848,집단급식소,130,,,위탁재활용,,37.4363806367,127.1679709447,2020-02-17,
성남시,성남시 평생학습원 분당도서관 구내식당,경기도 성남시 분당구 불정로 110,경기도 성남시 분당구 정자동 208번지,070-7562-3641,집단급식소,300,,,위탁재활용,,37.3581117579,127.1165756578,2020-02-17,
성남시,성남시내버스,경기도 성남시 중원구 순환로 233,경기도 성남시 중원구 상대원동 135-1번지,031-747-3200,집단급식소,500,,,위탁재활용,,37.4440805012,127.1785297204,2020-02-17,
성남시,성남신흥초등학교,경기도 성남시 수정구 공원로436번길 17,경기도 성남시 수정구 신흥동 47-3번지,031-744-5457,집단급식소,180,,,위탁재활용,,37.4505510179,127.1434987060,2020-02-17,
성남시,성남양지초등학교,경기도 성남시 수정구 논골로36번길 33,경기도 성남시 수정구 양지동 386번지,031-733-0536,집단급식소,784,,,위탁재활용,,37.4592192673,127.1608820876,2020-02-17,
성남시,성남여수초등학교,경기도 성남시 중원구 여수울로 37,경기도 성남시 중원구 여수동 577번지,031-757-6909,집단급식소,680,,,위탁재활용,,37.4193679336,127.1331476840,2020-02-17,
성남시,성남여자고등학교,경기도 성남시 중원구 원터로94번길 6,경기도 성남시 중원구 성남동 2876-4번지,031-754-4419,집단급식소,1600,,,위탁재활용,,37.4354546697,127.1440337751,2020-02-17,
성남시,성남여자중학교,경기도 성남시 수정구 공원로 446,경기도 성남시 수정구 신흥동 47-1번지,031-734-1194,집단급식소,750,,,위탁재활용,,37.4502331874,127.1427201051,2020-02-17,
성남시,성남외국어고등학교,경기도 성남시 분당구 대왕판교로385번길 28,경기도 성남시 분당구 백현동 376-1번지,031-789-2302,집단급식소,690,,,위탁재활용,,37.3786236637,127.0965465979,2020-02-17,
성남시,성남요양병원,경기도 성남시 중원구 광명로 299,경기도 성남시 중원구 금광동 15번지,031-731-8801,집단급식소,200,,,위탁재활용,,37.4446578794,127.1593990216,2020-02-17,
성남시,성남요양원(주),경기도 성남시 수정구 수정북로 90,경기도 성남시 수정구 태평동 7288-9번지,031-722-1155,집단급식소,500,,,위탁재활용,,37.4438141690,127.1393365306,2020-02-17,
성남시,성남우체국,경기도 성남시 수정구 산성대로 305,경기도 성남시 수정구 신흥동 2478번지 삼부르네상스파크Ⅱ 2층,031-744-2800,집단급식소,120,,,위탁재활용,,37.4424779262,127.1506024894,2020-02-17,
성남시,성남은행초등학교,경기도 성남시 중원구 순환로447번길 11,경기도 성남시 중원구 은행동 652번지,031-731-0160,집단급식소,1160,,,위탁재활용,,37.4612571462,127.1707218017,2020-02-17,
성남시,성남정자초등학교,경기도 성남시 분당구 분당수서로 442,경기도 성남시 분당구 정자동 6-2번지,031-711-4377,집단급식소,800,,,위탁재활용,,37.3745145834,127.1049152730,2020-02-17,
성남시,성남제일초등학교,경기도 성남시 중원구 광명로184번길 23,경기도 성남시 중원구 중앙동 2970번지,031-742-1217,집단급식소,620,,,위탁재활용,,37.4389055667,127.1496130225,2020-02-17,
성남시,성남중앙병원,경기도 성남시 중원구 산성대로476번길 12,경기도 성남시 중원구 금광동 3956번지,031-799-5232,집단급식소,800,,,위탁재활용,,37.4528318807,127.1620415598,2020-02-17,
성남시,성남중앙지하도상가,경기도 성남시 수정구 산성대로 지하 244-1,경기도 성남시 수정구 신흥동 2467번지,031-721-9111,대규모점포,11208,,,위탁재활용,,37.4396566686,127.1445677847,2020-02-17,
성남시,성남중앙초등학교,경기도 성남시 중원구 원터로94번길 7,경기도 성남시 중원구 성남동 2580번지,031-754-4413,집단급식소,962,,,위탁재활용,,37.4362822848,127.1434872714,2020-02-17,
성남시,성남중원경찰서,경기도 성남시 중원구 금빛로2번길 10,경기도 성남시 중원구 상대원동 269-1번지,031-8036-5394,집단급식소,160,,,위탁재활용,,37.4426609108,127.1703737277,2020-02-17,
성남시,성남중학교,경기도 성남시 중원구 원터로 64,경기도 성남시 중원구 성남동 2872번지,031-751-8748,집단급식소,580,,,위탁재활용,,37.4325435854,127.1441492906,2020-02-17,
성남시,성남초등학교,경기도 성남시 수정구 수정로 233,경기도 성남시 수정구 태평동 7326번지,031-755-0170,집단급식소,1140,,,위탁재활용,,37.4460912082,127.1441529661,2020-02-17,
성남시,성남테크노과학고등학교,경기도 성남시 중원구 둔촌대로258번길 7,경기도 성남시 중원구 하대원동 153번지,031-753-0254,집단급식소,700,,,위탁재활용,,37.4276598978,127.1477440086,2020-02-17,
성남시,성남혜은학교,경기도 성남시 수정구 희망로518번길 8,경기도 성남시 수정구 단대동 192번지,031-733-8971,집단급식소,280,,,위탁재활용,,37.4503926835,127.1539122432,2020-02-17,
성남시,성남화랑초등학교,경기도 성남시 분당구 동판교로 77,경기도 성남시 분당구 백현동 547번지,,집단급식소,700,,,위탁재활용,,37.3902436468,127.1158585211,2020-02-17,
성남시,성모윌병원,경기도 성남시 수정구 성남대로 1171,경기도 성남시 수정구 수진동 4624번지,031-751-2075,집단급식소,300,,,위탁재활용,,37.4344596702,127.1282587244,2020-02-17,
성남시,성보경영고등학교,경기도 성남시 수정구 논골로 82,경기도 성남시 수정구 단대동 5번지,031-742-7714,집단급식소,1150,,,위탁재활용,,37.4618444891,127.1585295413,2020-02-17,
성남시,성수초등학교,경기도 성남시 수정구 모란로 11,경기도 성남시 수정구 수진동 4786번지,031-752-9602,집단급식소,720,,,위탁재활용,,37.4346723288,127.1270934034,2020-02-17,
성남시,성은학교,경기도 성남시 분당구 돌마로 866,경기도 성남시 분당구 야탑동 172번지,031-706-6982,집단급식소,300,,,위탁재활용,,37.4091252991,127.1439549957,2020-02-17,
성남시,성일고등학교,경기도 성남시 중원구 시민로77번길 10,경기도 성남시 중원구 성남동 2876번지,031-750-1806,집단급식소,2400,,,위탁재활용,,37.4348801461,127.1448164459,2020-02-17,
성남시,성일고등학교,경기도 성남시 중원구 시민로77번길 10,경기도 성남시 중원구 성남동 2876번지,031-752-1195,집단급식소,2400,,,위탁재활용,,37.4348801461,127.1448164459,2020-02-17,
성남시,성일중학교,경기도 성남시 중원구 시민로77번길 10,경기도 성남시 중원구 성남동 2876번지,070-7404-2754,집단급식소,770,,,위탁재활용,,37.4348801461,127.1448164459,2020-02-17,
성남시,센트럴차이나,경기도 성남시 분당구 판교역로192번길 14-1,경기도 성남시 분당구 삼평동 661번지,031-8017-8617,음식점,681.15,,,위탁재활용,,37.3974954932,127.1117994258,2020-02-17,일반음식점
성남시,소담촌,경기도 성남시 수정구 산성대로 373,경기도 성남시 수정구 단대동 180-3번지,031-732-5144,음식점,562.64,,,위탁재활용,,37.4457851832,127.1564884579,2020-02-17,일반음식점
성남시,소담촌 야탑점,경기도 성남시 분당구 성남대로916번길 5,경기도 성남시 분당구 야탑동 366-1번지,031-707-0111,음식점,405.32,,,위탁재활용,,37.4115428144,127.1298749160,2020-02-17,일반음식점
